tweet,label_emotion,label_sentimen,label_hate
kamu yang norak ya kamu sih lay ih aku mulu sih seble x bagai siram luka pakai air,anger,negatif,1
sejak saat itu kamar ku tidak ku kasih kursi biar sih dia tidak duduk kursi ajar kalau tidur lampu harus nyala karena ya begitu takut kalau tiba sih dia muncul pas remang begitu,fear,negatif,0
saya selalu kurang sepakat sama cara orangorang reduksi kapitalisme batas cipta lagu cinta kapitalisme di dunia musik bukan cuma itu tapi masih banyak yang jauh lebih luas seperti eksploitasi ketidaksetaraan gender senjang produksi dan lain,sadness,netral,0
mau tahu rayu cowok kadal wkwk kamu cantik kok tidak belum ada pacar sih kamu suka lagu apa nanti di nyanyiinnanti lagu aku main di spty kamu itu manis deh bibirnyaaku suka bibir kamu begitu lah sudah basi habis tahu,anger,negatif,1
vedevah kartu multi trip bahkan jadi tidak jelas guna sedang apa aku isi saldo buat kmt kalau akhir tap suruh beli kartu thb etttaaann,anger,negatif,1
di cerita itu kisah kalau istri tidak bisa ada turun suami mau tahan rumah tangga tapi sih ibu laki mau sih anak itu meni lagi supaya bisa ada turun dan sih istri sudah lapang dada untuk pisahnamun sih laki kekeh untuk tahan istri,sadness,netral,0
demi saya rasa tidak nyaman di kamar saya sendiri di depan pintu kayak ada yang bolak balik begitu mau nelp ibu takut ejek banci help help,fear,negatif,0
santun anak yatim adalah buah kewajibanmereka juga hak bahagia seperti kitalayak untuk bahagiapramuka peduli untuk merekapramuka untuk indonesia,happy,positif,0
di malam itu kamu dan aku kita baring di atas rumput renung langit yang sama nikmat dalam ada tenang tani bunyi alam indah aneh begitu saja tanpa percakapn kita dar kita tenggelam dalam cinta nikmat,love,positif,0
polisi resor pati duka pada hari senin tempat di rumah duka ds waturoyo rt iv camat margoyoso kabpati telah laksana giat upacara semayam jenazah almarhum aiptu puryono jabat akhir banit unit samapta bhayangkara polisi sektor margoyoso,sadness,netral,0
semua warga hak calon presiden nyawapres dan warga bagai konstituen punya hak juga untuk pilih dan tidak pilih jadi jangan gederasa dulu kalau wajah sudah masuk televisi dan koran tebar bantu ke kirikanan tanpa harus tunggu jadi petinggi selagi itu lebih baik wisngonowae,anger,negatif,1
sabar ya sayang ada waktu orang orang itu dapat balas ill make sure theyll get it do not hide kamu smile do not give me fake smile everything pergi be ok,anger,negatif,0
terima kasih pernah telah buat warna dalam kertas putih pernah rangkai bunga dalam vas kosong pernah nyanyi merdu ruang sunyi dan pernah jadi kita dalam dalam satu ikat,love,positif,0
semangat hidup aku adalah ayah dan ibu atau keluarga terima kasih atas keluarga tidak akan aku lupa semua dengan kata keluarga yang ku sayang,love,positif,0
pintar ganteng wibawa sama jago kendaliin suasana buat pusing keliling adoeh cepat ketemu lah beta sudah ingin temu,love,positif,0
aku sudah takut banget ini soal rata yang ingin fk di sekolah aku saja rata anak paralel tapi tidak tahu juga ya kalau universitas yang ken beda,fear,negatif,0
teriak nama di deras hujan pandang dari jauh dan doa di hening malam cinta dalam diam ini lah yang mampu tahan,love,positif,0
terima kasih mbak novitasarilaras sudah service macbook di auditorium nurcholish madjid universitas paramadina,happy,positif,0
tetap semangat sayangsayangkuh meski ku lebih banyak gegoleran di rumah ngetawainnangisin kalian ku kan selalu dukung daam sayang,love,positif,0
baring dengan yang punya rasaseperti rasa nyaman di foto ini atau rasa sayang aku ke kamueeaaaa maafefekstress efekldr efeklaparjuga,love,positif,0
jangan tanya sedang apa aku hari ini karena yang laku selalu sama sedang cinta tiap hari,love,positif,0
untuk cegah radikalisme mohon deskripsi dulu batas radikalisme kalau batas upa kriminalisasi ajar islam itu nama radikalisme sekuler,anger,negatif,1
bahahahahajahahhaaa sakit emanggg sudah wkwk tahan saja sampai agustus lisa datang kokas niat lihat lisa ngeri ujung mana mana,happy,positif,0
tambah ya cantik kayak lihat malaikat tidak punya lemah sempurna banget hidup baik hati dan tidak sombong rajin tabung paling bahagia,happy,positif,0
desain razer mirip banget mbp bahkan lebih modern dengan bezel tipis dan mampu untuk gaming arti spesifikasi lebih baik dan desain elegan lama lama hipnotis apple akan pudar contoh nya,happy,positif,0
mereka sangat kuatir dengan dukung penuh nu kepada presiden makanya yang mereka coba utakatik dan delegitimasi adalah istilah islam nusantara yang kenal dan kembang nu sejak muktamar jadi soal bukan agama tapi politik,anger,negatif,1
assalamualaikum warahmatullahi wabarakatuh selamat pagi moga allah kah jumat kita dan anugerah kita damai hati,love,positif,0
ingin juang buat dia tapi masih banyak hal selain cinta yang mesti laku lagi dia juga biasa saja ke saya ke aku enggaa,sadness,netral,0
mas hamdan sudah tahu kalau istri manja rewel dari belum hamil alhamdulillah sudah hamil mas lebih erti walau kadang suka sambil geleng jangan bosan jatuh cinta berkalikali pada istri mas,love,positif,0
happy mensive kalian langgeng terus ya jangan suka tengkar klop terus tertawa makin saling cinta makin saling sayang i love kamu,love,positif,0
dari jauh aku selalu lihat bahagia sayang aku cinta selalu,love,positif,0
berapa penting akun media sosial kppn buat kanpus atau satker kalau sudah ada grup tele atau wa apa masih relevan saya rasa tidak sih ya lebih baik satker tanya langsung ke grup,anger,negatif,1
ideal memang komisi berantas korupsi harus tingkat status ganjar dari saksi jadi sangka agar curiga bahwa dia di lindung oleh kuasa bisa cair dan komisi berantas korupsi pun bisa di percaya lagi,anger,negatif,1
sekarang baru ku erti teka teki kamu kalimat indah tidak pernah ku sadar tulis ku tidak sangka jatuh cinta mudah ini kepada sahabat baru ku,love,positif,0
saya yang dulu bingung kenapa orang bisa trauma panjang sekarang baru sadar telah rasa sendiri kita tidak speak up kadang karena takut bilang lebih lah bohong lah bla bla atas trauma saja sudah susah tambah lagi di judge orang lain jadi lebih baik diam,fear,negatif,0
semangat sayang aku juga tunggu anak kita yang akan lahir ahahahhaha exo coming soon exo exo planet weareoneexo,love,positif,0
awal temu sama sih mantan itu pas we get love pertama tidak mau lanjut aku sudah bikin twitnya bilang terima kasih dan lain tapi kayak dia tidak erti jadi dia tempel terus ke aku ya sudah deh aku juga jadi suka terus jadi,love,positif,0
ya masamasa itu sudah lewat walaupun memang tidak sampai fanatik banget tapi sekarang sudah risih lihat sudah tidak tarik lagi oke sip,fear,negatif,0
oh ularrr saya paling takut dengan ular ya allah jangan hantar tetamu ini dalam hidup ku sungguh aku mampu sabar dengan manusia kaki belit tapi tidak mampu sabar dengan bit ular yang geli,fear,negatif,0
kangen ajar privat kangen ajar tpq kangen rapat jam pagi kangen agenda inap sabtu minggu yea my life sok flat now maybe i need cheetos,sadness,netral,0
tanggal juni kemarin sudah degdegan saja umum dospem sampai skrgpun masih ngawang,fear,negatif,0
akhir kita langsung pada bingung saling tataptatapan muka begitu merinding dan pasti takut bangeeeeeettt akhir tidak pikir panjang lariiiiiiii sudah kita semua,fear,negatif,0
picik banget kait kan soal gempa dengan politik atau jenis anda kalau ingin bantu sila via dompet bantu tidak perlu nyinyir di media sosial,anger,negatif,1
di masa depan scot langsung cari rumah dong sambil rasa ada yang aneh dengan dunia ini ada apa gerangan begitu sampai rumah dia kaget dengan sosok perempuan cantik nan putih umur tahun siapa perempuan ini,fear,negatif,1
pertama kali ketemu pas bayi umur bulan dan sekarang sudah tahun kelas sekolah dasar time sok fast nama raditya yang punya cita cita jadi tugas madam bakar pintar iya le sekohale,happy,positif,0
eh asli ya saya sudah tonton memang seram banget sih asli itu dia tidak mau bunuh orang dia cuma lagi jatuh cinta saja tapi sampai akhir dia tidak tahu kalau ketidaktahuannya dia itu ubah jadi malapetaka horor oi,fear,negatif,0
karena yang komen julid begichu juga ingin di direct message sama sih laku udah pernah di direct message dan hayuk hayuk saja ajak enak enak otak tidak pakai bayang saja anak kamu yang kena begitu udalaah susah tanggap otak isi dengkul cebong,anger,negatif,1
apakah bisa di anggap saudara jika mereka akan bubar acara ustaz yang akan beri tausiah ilmu kepada kami pikir sedikit kenapa,anger,negatif,1
alhamdulillah juli is our happy day congratss my sissyy meski gadapet snm tapi ada jalan lain buat raih mimpi kita padahal snm kita merah dan menang sengguk peluk dua eh nyata balik lagi terima di satu nya pilih snm kita,happy,positif,0
man teman yang hormat bisa tidak kita kumpul tanpa handphone buat apa kumpul bareng tapi asyik sendiri kalau begitu lebih baik di rumah baik tahan buang air besar,anger,negatif,1
temu dengan adalah takdir jadi teman adalah pilih namun jatuh cinta kepada kamu adalah benarbenar di luar duga,love,positif,0
saya jatuh cinta pada ryan gosling sejak di the notebook mungkin itu kenapa saya tidak pernah bosan tonton ulang lah lah land sampai sekarang sudah lebih dari kali tonton lah lah land mata sayu senyum lembutgosling banget,love,positif,0
idm army aku baru terima di jurus ilmu dan teknologi pangan ada yang kuliah di jurus itu bantu aku tenangin diri soal takut dengan masamasa kuliah,fear,negatif,0
min aju reksa dana saya di tuju tanggal kok tidak dapat kupon gift card cek email pun tidak ada,anger,negatif,0
sudah adalah takut belok terlalu miring karena pernah jatuh konyol dan pernah hampir jatuh masuk jurang karena ban benjol sekarang lagi ngebut parah tiba tiba tidak bisa ngontrol gas sama rem yang bikin hampir mati atau tabrak tanda apa coba ini,fear,negatif,0
media sosial bahkan ngeri cuk tapi yaitu benar aku lahir natural killer surabaya besar ya natural killer surabaya lek baya ku di idek iya wani dep an baya ikut harga diri,anger,negatif,1
sayang seperti ada yang salah ini kata bidadari tinggal di surga tapi kenapa kamu bisa tinggal di hati sih,love,positif,0
bukan perkara siapa yang lebih handal tapi bagaimana harga dan saling ingat juga jaga ada nama buka dengan cara yang baik untuk tetap saling bercengkrama kan tipssore wit,happy,positif,0
terlalu bodoh sekali bila mudah pengaruh tipu daya setan bila pun harus benci cukup sifat bukan objek takut kalau tiba tiba allah suruh saya pulang sementara masih ada benci dalam hati saya saya lebih takut hilang allah daripada apa masuk keluarga,fear,negatif,0
selalu bahagia keliling orang baik orang tua yang baik keluarga yang baik pasang yang baik teman yang baik nyata ada nikmat lain yang lebih indah banding materi yaitu keliling oleh orang baik terima kasih banyak yang maha baik,happy,positif,0
sumpah tadi saya tidur jam dan barusan saya bangun gara gara mimpi kejar setan saya mimpi di kejar miss ke saya tidak erti awal nya gimana yang saya ingat awal,fear,negatif,0
sensitiveno nomor saya yang ke sinyal tidak full sudah dari kemarin malam problem lokasi di jalan raya legi nomor sudah di ganti isp lain nya dan restart handphone juga tidak bisa buka apa apa tolong di bantu,anger,negatif,1
untuk yang sakit moga sehat untuk yang cari kerja temu segera untuk yang bimbang beri yakin untuk yang hilang arah ingat kembali ke allah sehat dan bahagia selalu,happy,positif,0
tentang dia yang lahir dalam keluarga yang bahagia dengan penuh cinta dengan penuh kasih hingga tumbuh jadi sosok yang penuh dengan karisma memcintai dan cinta juta manusia,love,positif,0
tuju pak sama antisipasi giat sotr juga pak yang belum lama jadi justru ujung tawur serta aksi vandalisme demi cipta aman dan nyaman warga kasihan yang pulang kerja larut malam lebih dekat hari raya,fear,negatif,1
tuju bang yang begini bikin hidup tidak tenang saja yagk pikir yang lain kayak gimana cari order ingin enak sendiri saja jadi saya saja gedek benar yang bikin opik begitu,anger,negatif,1
congraduation angela merici aku agak sedih sih ya padahal kamu sudah sengaja kalah buat aku tapi tetap lebih dahulu kamuuu sudah sarjana loh njel rang ya lot,happy,positif,0
sayang banget sama anak ini yaampuuuuuunnn coba yang bisa nandingin dance badan karet tanpa tulang ten sini maju wkwk,love,positif,0
sudah tahu akun verified warganet indonesia galak sudah deh sih mas habis lahap warganet turut speakup di sini gimana cara kita adu hal sebut kepada pihak yang lebih kuat kalau anak ya ke orang tua guru dan bagai begitu bukan cari massa buat ngehate laku apa beda sama main hakim sendiri,anger,negatif,1
sayang ribu sayang namun tidak ada satu yang sangkut sampai sekarang,sadness,netral,0
mau bilang rindu tapi bukan siapa mau belang cemburu juga bukan siapa memang benar yang bukan siapa mana bisa dapat apa,sadness,netral,0
untuk sekian kalinyaga paham sama akun anonim ini sudah mulai bablas dalam bebas argumen banyak hal yang kritisi namun tidak pakai nalar dan hati nurani awal saya tarik dengan tweetnyamakin kesini makin tidak punya kontrolah,anger,negatif,1
rlt minta saran dong aku pesan sepatu po begitu nah biasa datengnya minggu minggu tapi ini sudah lebih dari bulan sepatu tidak datang ya belum bayar sih cuma sepatu mau aku pakai enak tanya bagaimana sama jual mau pesan ke yang lain takut sepatu datang,fear,negatif,0
salamsaum sobatani ekspor komoditas kebun kita naik dari tahun sekolah dasar keren buat petanikita,happy,positif,0
di selasela sibuk di kantor kalau tiba tiba kangen tobio saya seringkali lihat foto dan video dia di handphone oh god sayang banget saya sama tobio,love,positif,0
jadi pimpin gubernur harus pikir matang cipta kerja kembang tong sampah buat indonesia anti bocor dan lain untuk di beli butuh dalam negeri bukan beli impor tong sampah,anger,negatif,1
benar awal aku taksir yang coklat tapi waktu itu sedia kosong tt karena saya mau tahu urus orang parah sama sound ini headphone dan ingin untuk milik sudah terlalu kuat jadi beli yang ada sedia saja akhir saya jodoh dengan steel,happy,positif,0
hehehee kan memang itu yang di mintaseharusnya tbg gentle kalau memang sudah tidak jalan lagi dengan undur diri bagai urus maupun kader pada,anger,negatif,1
lagi ramai sexual harassment gara via vallen dan banyak profesional dan kontra atas yang laku via yang kontra mungkin harus tonton reason kenapa sih itu mana sudah cerita mana minta tolong tapi orang anggap hal sebut sepele tai,anger,negatif,1
maaf prof bukan cuma takut telanjang jauh korupsi karena itu dosa bagi yang masih punya iman takut kepada allah yang maha tahu,fear,negatif,1
pagi ini dapat lagi mbak supir tj yang selalu semangat kalau setir sambil dengar lagu yang macam tadi dia puter lagu sayang tapi versi bahasa jepang ikut semangat lihat jadi pikir ya sayang banget orang yang tidak mau nikmat sesuatu cuma karena beda bahasa,happy,positif,0
berat badan kg aku minder aku takut di bully aku takut mereka yang bilang cantik itu langsing bukan c a dan t i ke aku juga takut bilang gapura camat janganbullyaku,fear,negatif,1
bagaimana ya jelasinnya wkwk ya orang yang pertama kali bisa bikin kita rasa degdegan ingin kenal lebih terus ingin dekat terus begitu biasa pas kelas atau sampai begitu kalau aku relatif sih wkwk,love,positif,0
ini sih jadi tidak berani keluar buat manasin air gara gara cerita siska bahwa ada something memang dasar apel kamu siska bikin takut,fear,negatif,1
turut sih karena lingkung tempat tinggal juga yang bully sih adik memang anak preman yang bapak dan kakak hobi mabokan dan tengkar ngeri ya jadi takut sekolah anak di sekolah umum,fear,negatif,1
selamat ulang tahun idolakumasku sekaligus ebesku cinta walaupun jarang ketemu tetap selip doa untuk moga senantiasa beri kesehatanrezeki rendah hati,love,positif,0
ayo akhir masuk minggu awal bulan juni tidak asa sudah tengah tahun saja nyata banyak target yang belum realisasi sampai sekarang harus ajar displin konsisten biar bisnis oriflame makin lancar,sadness,netral,0
ya kali kali farah suka ingat untuk tidak diterusin kata makin saya perhati ke dia makin sulit buat saya untuk lupa soal dia tapi nihya far sudah saya coba dari jaman kapan alah ujung penuh risiko reply suka kangen hem pahit,sadness,netral,0
untuk alam kemarin hari jiwa dan raga sedang tidak irama rungsing pada awal curah hati dengan kawan dan akhir saya berkontlemplasi sendiri hasil nyata allah itu baik banget ya beri percaya kepada saya atas soal hidup yang begitu kompleks,happy,positif,0
dan bilang kamis itu hadap teman kerja tadi pagi pas lagi apel tegang jadi tertawa gara ngengeblengan orang pegawai yang mau pimpin yelyel ajak intermezo dulu padahal malu itu loh,sadness,netral,0
jujur ya saya juga takut banci yang amen begitu sih pernah jadi soal banci ngebegal seram banget kalau lah marah marah sambil nodong piso,fear,negatif,1
barusan telepon sama teman sekolah dasar dan happy banget dia mau beri saya sempat untuk laku hal yang ingin saya laku bangetngetnget,happy,positif,0
ada pasien yang curah hati tahun cuci darah dan tetap positif karena keluarga yang supportif ada juga yang tinggal oleh anak dan suami ada juga yang untum ke rumah sakit tidak ada uang ongkos padahal cucidarahnya sudah gratis bayang tahun cuci darah masyaallah sudah nikmat sehat itu,sadness,netral,0
karena rasa temanbukanpacarbukan saya tanya dan dia bilang sayang deh itu naaaah lagi sayang sayang nya nama juga mau ketemu melulu mau lihat melulu ke orangorang,love,positif,0
saya tadi di sekolah kucek kucek mata kan ya habis itu banyak bulu mata yang rontok auto panik ini takut kalau gundul belah nah bulu mata itu bisa tumbuh lagi tidak sih,fear,negatif,0
jika saya kata sekarang maka hanya ada caci dan ria kasar tentang kemunafikanutk itu sekarang saya lebih pilih diam dan jauh dari hidup,sadness,netral,0
ngeri nyata popok seklai pakai jadi picu utama infeksi salur kencing jangan lengah dengan praktis popok sekali pakai karena jika tidak perhati hal ini bahaya bisa dekat sih kecil,fear,negatif,1
hari ganti sore rasa letih makin tingkat tetap semangat ya,happy,positif,0
innalillahi wa inna ilaihi rojiun turut duka cita atas tinggal ibunda cinta sahabat aku memendurehmen moga almarhumah husnul khotimah serta amal ibadah terima sis,sadness,netral,0
kamu bilang sayang bila bangun tidak lanjut apa kamu pikir presiden ikut tidak akan bangun mengapa tidak bilang sayang jusuf kalla hutang yang gunung jokowi tidak lanjut hingga negara ini bangkrut selamat jadi cebi syarat memang otak tidak pakai,anger,negatif,1
mubalig versi menagsdh ditatarbahan ceramah harus sesuai dengan menaglucu jugaceramah terkendalijika para mubalig tolak menteri agama munduriya dongkalo punya harga diri,sadness,netral,0
jilbaber baju natal norak anjing kalian sudah mnyambut di hotel wahai intel setan apep ahmad tardiyana urbane anjing ini saja pola ulah intel busuk kamu ikut orang kemnpun taekkkk alat teror bangsat lagi kalian pasang di kamar kerja sama dengan hotel tai,anger,negatif,1
saya serius kalaupun pak nanti kalah saya lebih baik kalah sama yusril daripada sama prabowo tapi kan tidak mungkin kalah yahahaha,happy,positif,0
moga besok sudah ada umum baik ya allah amin lancar segala benar deh judul sekarang itu saya penuh tidak pasti dan nanti huhu benar dari bagai aspek bisa tenang saja tidak sih ini hidup,fear,negatif,0
adik saya cuma takut asa saya akan lebih batas bagai kakak kelas henti ya sekalipun alas kamu abar saya adalah karena bosan,fear,negatif,1
memang allah maha baik bahkan ada banyak ajar dari halhal kecil jadi malam ada yang bilang sabar yang pasti ada jalan jangan bawa kalut dulu tapi memang dasar iman masih cetek bukan tenang diri bahkan sibuk ngeluhin sih bapak,sadness,netral,0
tanpa jarak maka rindu hanya angan tanpa jarak maka tidak akan jelas aku lihat rupa tanpa jarak maka tidak ada yang benarbenar aku nanti,sadness,netral,0
aduh sakit sekali karena saya orang yang jujur saya bakal bilang kalau saya ada asa sama dia namun saya tidak paksa balas asa saya dan biar dia kejar orang yang dia suka saja,sadness,netral,0
me as a girlfriend always pujuk my bf if dia rajuk soal i do not want to lose him asa takut itu automatik datang bila kita sudah sayang hem,fear,negatif,0
yakin saja tiap datang pasti akan pergi dan begitu balik pasti ada ganti ya mungkin harus dari nol lagi ajar lagi ya itu lah proses mau bisa ya harus ajar,happy,positif,0
apa yang jadi kita hadap demi wujud impi hati yakin tuhan restu cinta kita kan abadi lama dunia masih putar cinta ini tak akan pudar tiada pernah ubah abadi panjang masaaaaaa aahhseeeek,love,positif,0
mau jalan kaki di luar indekos tapi takut kena jambret karena mau nenteng kamera dan handphone alhasil kurang kerja dalam kamar sendiri dengan laptop dan kue basah beri kamar tetangga baladaanakdaerah,fear,negatif,1
tiap malam kayak begini aku selalu resah tentang semua yang telah jadi dan apa yang akan jadi esok malam ini aku resah karena berita yang muncul tanggal kemarin,fear,negatif,1
belum lama ini dia bilang kalau dia sedih lihat tementemennya alami masa sulit dan bahkan mereka pun tidak mau punyagrup chatting karena khawatir kalau ada yang tidak balas bahkan jadi sakit asa se lembut itu loh mereka,sadness,netral,0
kabar akhir dari sih timi dia tidak berani pulang dan tidur di serambi masjid trauma dengan diri yang campa oleh sang milik,fear,negatif,1
saya lemah sama yang kedaddyan kayak kamu bank rakyat indonesia kamu bikin saya makin sayang tahu tidak kalau begini cerita ingin hilang saya lah,love,positif,0
nama orang tua ya memang wajib kan bayar anak sekolah jadi tidak ada itu yang nama buang uang semua yang sudah laku sama kita baik benar apa tidak itu tidak akan kamu kamu tidak usah takut gagal tidak usah pikir buruk justru yang kamu kamu itu dengan kalian ngejudge orglain kayak begini,anger,negatif,1
askmf teman aku mau unggah twibbon universitas di instagram tapi minder karena univnya swasta takut pandang remeh dan tidak layak buat pajang diinstagram saltyin saja tidak papa kok,fear,negatif,1
park woojin harus sayang cinta apresiasi beri makan enak beri peluk hangat beri kopi panas atau cokelat panas serah dia deh yang penting dia bahagia pokok inti adalah park woojin harus buat bahagia,love,positif,0
iya untungnyaaa jangan manta dulu deh kemarin sepupu pulang ke bal juga disaranin pakai pesawat mobilny tinggal di yoyakarta habis nyebrangnya coy horor,fear,negatif,0
kalau tanggung kea sekarang itu lebih betein ketimbang pas pendek dulu iya sekarang nomor mungkin marah selalu potong sudah tahun tidak pernah lewat bahu dan untuk kakak,sadness,netral,0
alas kenapa saya jarang balas chat obrol sama manusia itu lebih seru banding chat yang kadang tidak jelas juga yang bahas apa,sadness,netral,0
benar aku tidak masalah kalau lihat isi medsosku from time to time dengan catat apa risiko tanggung sendiri tapi kalau tukar nama guna dan password ada mungkin baja nanti aku malas,fear,negatif,0
kalau dia tidak peduli kenapa kita harus perhati kalau dia tidak mau dengar kenapa kita harus bicara kepada kalau dia putus untuk pergi kenapa kita harus tahan ikut tidak perlu cari jawab karena kamu hanya perlu hilang kalau kenapa,sadness,netral,0
ih ngeri edar foto luna maya jadi suzzanna bikin merinding,fear,negatif,1
kalau dokter panggil dok kalau suster panggil sus nah kalau apoteker apa tek atau ker iya juga ya bingung aku pribadi sih lebih senang kamu panggil sayang it warms sama heart,love,positif,0
bagaimana ya jalur yang lewat juga jalur lewat truck juga aku pikir begini sayang tidak sih sama nyawa dan beberapa umpat lain dan jalan itu kurang terang dan banyak sekali yang lawan arus jalan,fear,negatif,0
sih gendut kalau saya yang suruh tidak mau jalan dasar kebo,anger,negatif,1
seram kangkl sudah macet begitu padahal tol semua yaahoror itu adalah,fear,negatif,1
jadi dulu pernah bilang begini mas kamu cuma main saja ya sama aku ya tidak lah bego kalau buat main saja sedang apa aku sampai tunggu kamu tahun rajin banget aku dan finally putus juga wkwk makan itu,anger,negatif,0
hal yang paling buat harihari ini selalu indah adalah kamu karena kamu itu asyik anugerah yang sempurna indah di hidup ku inisahurtiketcomharike,love,positif,0
kurang intensitas kabar jadi tidak kabar tiap hari ya kali tiap hari banget begadang cuma buat face time dan telepon di kantor tidur nama juga juang det ya tidak begitu juga sih bejuang tidak konyol itu juga ada saat lah,anger,negatif,1
yoongiii kangen banget sampai sakit ini akunyaaa akhir baru juga makin putih ya tidak pernah keluar kamar keknyaa lama summer ya sayang anet sama yoongiii,love,positif,0
usaha ikhlas dan pasrah hasil serahin sama yang di atas allah sudah atur segala karena dia tahu yang baik buat umat usaha tidak akan menghianati hasil kok semangatindirisendiri,happy,positif,0
hem agak bagaimana begitu ya lihat orang yang against via vallen karena mana leceh ya leceh mau verbal atau fisik jadi ingat pernah begitu juga hem,sadness,netral,0
makin modern gaya hidup makin banyak kamu produksi sampah plastik believe it orang not coba saja itu hari kalau kamu makan berapa sedot gelas plastik plastik makan yang kamu buang harilingkunganhidupsedunia,sadness,netral,0
cerita dengan a lain cerita dengan biasa lain cerita dengan c lain aku harap hubung suami isteri itu halal lah lagi huhu jangan di bawa main tahu cerai ini bahaya,fear,negatif,1
sudah ah sudah panjang pokok itu aku sayang kamu i love kamu saranghae,love,positif,0
turut dukacita atas korban gempa bumi di lombok moga tuhan senantiasa ikan yang baik prayforlombok cc,sadness,netral,0
baca ini aku jadi takut padahal pakai seharihari juga sudah syariat kerudung tutup dada dan selalu pakai rok,fear,negatif,0
orang tidak tahu diri itu adalah kursi belah kosong tapi buat naruh jakettas yang tidak bagi kursi diri di belah tapi dia tetap tidak mindahin barang,anger,negatif,1
wah sekarang sudah tidak ada tulis itu ya apollo dengan pollo saja sudah damai dengan masa lalu tinggal mbak saja ini yang belum damai dengan ah sudah tertawa,sadness,netral,0
di malam ini aku doa moga apa apa yang overdosis di negeri ini segera kembali pada dosis apa itu yang sedang sedang saja yang tengah tengah saja lebih itu tidak baeek,sadness,netral,0
omong sih ayo kita sama sama sampai windu lagi atau lebih tapi gilir sekarang di chat tidak balas di telepon di reject ajak ketemu bilang sibuk pokok ada deh juta alas kerbaushitnya kalau mau ngindarin itu bilang saja sih tidak usah begitu classic banget anjing,anger,negatif,1
askmf masa aku baru pacar kemarin tapi tidak ada uang saling kabarkabaran lagi mana atau mau mana chat nya juga random saja terus aku mau ngabarin dia juga kayak pikir x takut dia nya ganggu wajar tidak sih,fear,negatif,1
hhh sampai sekarang masih pikir sama mahasiswa yang suicide karena skripsi pressure dari orang sekitar takut kalau saya nanti kayak gitu karena pikir skripsi sudah stres banget tambah pressure orang orang dekat dengan tanya kapan lulus dan lain takut sebentar pas saya skripsi,fear,negatif,0
ya allah ngeri banget tadi yang brusan sawa ukur pipa pralon gitu makanya saya tutup sela pintu tkt badan elastis bisa masuk sela,fear,negatif,0
gilir ke lantai produksi pasti dan tanya langsung apa yang mereka tulis bahkan digangguindimintain foto yaampunnnn mas mas pusing aku itu ingin cepat selesai terus balik yoyakarta bahkan begini mmbbzzzz,anger,negatif,1
tidak tahu fine tapi kalau selalu bilang tidak tahu kok jadi seperti tidak erti atau cari aman ah sudah maju kota bahagia warga,anger,negatif,1
kan benar mas di fakultas ilmu sosial dan ilmu politik tidak ada bekal bagaimana skripsi itu atau minimal dapat motivasi rohani belum hadap skripsi tertawa,sadness,netral,0
wah gila sih ini lokasi mirip selly oal dixy persis pula di pengkol jalan sayang dulu tidak ada mas british kayak begini kalau ada mungkin saya sering kumpul di dixy bukan di pus,sadness,netral,0
aku tanya ada apa sih memang di bawah sudah ikut saja ajak aku ekor dari belakang dan nyata mcflurry harus kalau hujan begini beli yang hangat eh tapi bahkan ini kata sudah tidak apa kan kamu tadi beli belum hujan canda kamu toleh dan tertawa,happy,positif,0
orang kata ada satu cara buat wanita jatuh cinta yaitu buat nya tertawa namun aku tidak pernah bisa nyata saat ia tertawa justru aku yang makin cinta,love,positif,0
kalau disaatsaat kayak begini rasa saya mau banget tinggal di kampung ya allah di daerah saya sudah tidak ada adat istiadat sundanya huhu monangis,sadness,netral,0
main ludo lawan komputer saja masih sempat kalah gila izam tidak papa yang penting pernah menang biar tidak jadi loser terus,sadness,netral,0
oppa nih aku ada flower bucket buat kamu maaf aku sudah bikin kamu marah karena tidak ngabarin tadi aku sayang kamuuu,love,positif,0
cowok romantis itu adalah pokok cowok idam turut aku dan arti dia cara tidak langsung sayang banget sama aku dengan segala perhati,love,positif,0
dulu pernah depresi karena sering hina oleh orang dekat suka dibully broken home dan minder serta punya hasrat sexual yang lewat tapi tidak bisa nyalurin karena takut dosa kayak saja biasa saja tapi serius tidak ada arah hidup,fear,negatif,1
saat ini kami segenap pegawai di lingkung menteri hubung sedang duka atas musibah yang timpa rumah kami proses madam api sudah hasil laku walaupun ada rekan kami jadi korban,sadness,netral,0
kalau pasang lagi sakit rewel atau bad moodkasi dia perhati kasih sayang yang lebih meski memang kalau di kondisi seperti itu dia cenderung sebal bikin mumetdimaklumin saja karena justru di kondisi kayak begitu dia butuh banget cinta perhati sabar kamu,love,positif,0
pertama kali nya komen di instagram yang orang lagi pada debatgils sok iya banget sih gue ngeri di nyinyir balik sama orang saja ini oi pegang saya cuma correct me if i m wrong saja sudah sama allah juga deng,fear,negatif,1
askmf kalau lagi presentasi kalian yang maaf ini yang kurang suka sama bicara depan umum suka awkward gitu tidak sih dan takut salah bicara,fear,negatif,1
ya kalau ada bukti kuat coba untuk makar atau guling perintah yang sah maka siapa bisa di proses hukum,fear,negatif,1
sayang cuma kamu yang bisa buat mas nafas karena kamu adalah oksigen mas sayang,love,positif,0
aku diam karena tahan bicara yang nanti takute lebar sampai mana mana dia coba tanya kenapa diam aku tetap diam eh bahkan dia ikut diam dan merem,sadness,netral,0
